Date	Time	GlobRad	Tair	Rhair	Windspeed
25/01/2022	16	3.8	6.2	88.8	3
25/01/2022	17	0	5.9	92.9	2.9
25/01/2022	18	0.4	6	93.7	3
25/01/2022	19	0.7	6.1	93.3	2.8
25/01/2022	20	0	6	93	3.1
25/01/2022	21	0.1	6	93.2	3.4
25/01/2022	22	0.4	6	91.3	3.4
25/01/2022	23	0	5.8	89.6	3.4
26/01/2022	0	0	5.5	90.4	3.5
26/01/2022	1	0	4.9	91.6	4.3
26/01/2022	2	0	4.8	91.6	4.2
26/01/2022	3	0	4.6	92	4.1
26/01/2022	4	0.1	4.4	92.4	4.4
26/01/2022	5	0.1	4.4	92.1	4.1
26/01/2022	6	0	4.4	92.2	4.4
26/01/2022	7	0	4.7	92.6	4.5
26/01/2022	8	1.2	5.2	92.6	4.5
26/01/2022	9	8.2	5.7	92.6	4.7
26/01/2022	10	37.1	6.1	91.9	5
26/01/2022	11	154.8	6.6	87.6	5
26/01/2022	12	92.3	6.8	84.7	5.2
26/01/2022	13	53	6.5	82.9	5
26/01/2022	14	24.2	6.3	82.8	4.4
26/01/2022	15	21.7	6.5	84.2	5
26/01/2022	16	13.3	6.4	84.1	6
26/01/2022	17	0	6.2	84.7	5.6
26/01/2022	18	0.1	6	86.1	4.3
26/01/2022	19	0	5.6	87	4.6
26/01/2022	20	0	5.5	87	4.4
26/01/2022	21	0.1	5.9	85.3	3.9
26/01/2022	22	0.1	6.2	80	5.1
26/01/2022	23	0	5.9	86.2	5.1
27/01/2022	0	0.2	5.8	91.4	5.2
27/01/2022	1	0.1	6	92.1	5.2
27/01/2022	2	0.1	6.3	92.7	5.4
27/01/2022	3	0.3	6.5	93	5.6
27/01/2022	4	0.3	6.9	93.5	5.7
27/01/2022	5	1	7.3	93.3	6
27/01/2022	6	1.9	7.6	91.2	6.1
27/01/2022	7	0.6	7.4	83.6	6.7
27/01/2022	8	2.3	7	75.6	8
27/01/2022	9	13.9	6.8	77.2	7.8
27/01/2022	10	68.5	6.5	76.5	7.9
27/01/2022	11	201.2	6.2	73.7	8.6
27/01/2022	12	140	6.1	72.5	9.1
27/01/2022	13	76.6	5.9	74.6	8.6
27/01/2022	14	87.9	5.9	71.5	9.4
27/01/2022	15	57.1	5.6	73.5	9
27/01/2022	16	18	5.4	75.5	9.2
27/01/2022	17	0	5.3	75.6	9.4
27/01/2022	18	0.2	5.2	76.8	8.9
27/01/2022	19	2.3	4.9	82	7.6
27/01/2022	20	0	4.9	76.3	7.2
27/01/2022	21	0	4.8	71.5	7.6
27/01/2022	22	0	4.6	71.5	7.2
27/01/2022	23	0	4.4	73.5	6.8
28/01/2022	0	0	4.3	71.9	6.7
28/01/2022	1	0	4.1	70.5	5.9
28/01/2022	2	0	3.7	69.9	6.1
28/01/2022	3	0	3.3	68.2	5.4
28/01/2022	4	0	3.3	68.2	5
28/01/2022	5	0	3.1	69	4.6
28/01/2022	6	0	3	69.2	3.7
28/01/2022	7	0	2.7	72.9	3.3
28/01/2022	8	7.1	2.3	74.6	3
28/01/2022	9	82.4	2.5	73.5	2.9
28/01/2022	10	173	3.3	70.6	2.8
28/01/2022	11	240	3.9	69	2.8
28/01/2022	12	267.9	4.5	65.3	2.9
28/01/2022	13	231.6	4.9	61.6	2.7
28/01/2022	14	143.7	4.7	62.7	3.2
28/01/2022	15	54.9	4.3	66.2	3.2
28/01/2022	16	10.5	4.2	70.3	2.7
28/01/2022	17	0	3.6	73.7	2.3
28/01/2022	18	0	3.1	75.9	2.1
28/01/2022	19	0	2.9	78.8	2.2
28/01/2022	20	0	3.4	80.5	2.9
28/01/2022	21	0	3.7	83	3.5
28/01/2022	22	0.1	4.1	85.8	4.4
28/01/2022	23	0	4.1	90.2	4.6
29/01/2022	0	0	4.6	91	4.1
29/01/2022	1	0.1	5.2	91	4.5
29/01/2022	2	0.1	5.7	91.6	4.7
29/01/2022	3	0.1	6	92.5	5
29/01/2022	4	0	6.4	93.2	4.7
29/01/2022	5	0.2	6.9	93.7	4.4
29/01/2022	6	0.5	7.4	94	4.6
29/01/2022	7	2.4	7.8	93.6	5.2
29/01/2022	8	5.2	8.1	92	5.8
29/01/2022	9	15.3	8.1	91.5	6.7
29/01/2022	10	35.9	8.4	90.5	6.5
29/01/2022	11	43.5	8.7	88.3	7.6
29/01/2022	12	45.2	8.7	85.6	8.4
29/01/2022	13	54.3	8.8	84.4	8.7
29/01/2022	14	33	8.9	80.8	9.9
29/01/2022	15	22.2	8.9	75.2	10.4
29/01/2022	16	6.3	8.3	76.6	10
29/01/2022	17	4.3	6.9	77.3	11.1
29/01/2022	18	2	6.1	68	11.9
29/01/2022	19	1.5	5.7	70.8	11.1
29/01/2022	20	1.1	5.4	72.5	11.5
29/01/2022	21	3.1	5	76.3	11
29/01/2022	22	2.3	5	74.8	11.3
29/01/2022	23	1.8	4.9	71	11.4
30/01/2022	0	0.4	5	65.4	11.4
30/01/2022	1	1.1	5.3	71.6	11.6
30/01/2022	2	0.6	5.6	69.6	12
30/01/2022	3	0.6	5.7	66.7	12.7
30/01/2022	4	0.3	5.4	67.3	11.6
30/01/2022	5	0.4	5.2	67.2	10.7
30/01/2022	6	0.2	4.9	68.5	9.6
30/01/2022	7	0.1	4.8	66.6	9
30/01/2022	8	10.7	4.7	65.8	8.2
30/01/2022	9	82.4	4.8	64.2	7.9
30/01/2022	10	173.6	4.9	63.3	7.3
30/01/2022	11	247	5.1	59.3	7.2
30/01/2022	12	282.5	5.2	55.8	7
30/01/2022	13	267.7	5.2	53	7
30/01/2022	14	198.9	5.1	54.6	6.2
30/01/2022	15	107.9	4.6	62.2	4.7
30/01/2022	16	15.7	3.5	64.3	4.1
30/01/2022	17	0.1	2.4	71.7	2.7
30/01/2022	18	0	1.5	75	1.8
30/01/2022	19	0	1.2	77	2
30/01/2022	20	0.2	1.7	76.5	2.7
30/01/2022	21	2.2	1.9	75.3	1.8
30/01/2022	22	3.1	1.4	77.9	0.4
30/01/2022	23	4.5	1.7	79.2	1
31/01/2022	0	3.2	1.8	81.5	1.7
31/01/2022	1	1.7	1.2	85.6	0.8
31/01/2022	2	3.7	0.9	86.7	1.5
31/01/2022	3	4	0.9	87.2	1.7
31/01/2022	4	4.5	0.9	87.6	2
31/01/2022	5	3.6	0.8	88.4	1.8
31/01/2022	6	0.4	0.3	89.5	1.9
31/01/2022	7	1.8	0.5	90.2	1.6
31/01/2022	8	5.7	0.3	90.1	1
31/01/2022	9	59.4	0.3	90.9	1.3
31/01/2022	10	106.2	1.1	90.8	1.5
31/01/2022	11	101.1	1.8	89.3	1.7
31/01/2022	12	132.2	2.5	86.5	1.6
31/01/2022	13	109.8	2.6	82.9	1.2
31/01/2022	14	142.9	2.9	81.3	1.3
31/01/2022	15	72.8	3.1	79.2	2
31/01/2022	16	17.3	2.1	81.4	1.2
31/01/2022	17	4.1	1.4	82.9	0.7
31/01/2022	18	5	1.4	83.9	1.3
31/01/2022	19	4.3	1.3	85.2	1
31/01/2022	20	4.5	1.2	88.1	1.3
31/01/2022	21	4.1	1.1	90	1.9
31/01/2022	22	4.9	1.4	91.6	2.6
31/01/2022	23	5.1	1.4	90.3	3
01/02/2022	0	4.9	1.5	84.8	3.6
01/02/2022	1	4.9	1.4	79.6	3.1
01/02/2022	2	3.2	1.4	78.4	3.2
01/02/2022	3	2.6	1.4	78.8	2.9
01/02/2022	4	2.3	1.4	78.8	2.4
01/02/2022	5	2.9	1.3	81.3	1.9
01/02/2022	6	4.3	1	85.7	1.6
01/02/2022	7	3.3	1.1	89.1	1.8
01/02/2022	8	6.7	1.3	91.2	2.4
01/02/2022	9	24.4	2.1	92.1	3.2
01/02/2022	10	37.2	2.7	92.4	3.9
01/02/2022	11	87.7	3.8	92.9	3.3
01/02/2022	12	60	5.7	92.6	4.8
01/02/2022	13	101.8	6.4	89.8	6.1
01/02/2022	14	58.3	6.5	86.8	6.7
01/02/2022	15	33.7	6.6	82.9	6.7
01/02/2022	16	14.3	6.3	80.3	7
01/02/2022	17	3.3	6.2	79.6	6.9
01/02/2022	18	3.5	5.9	80.2	6.8
01/02/2022	19	3.5	5.7	79.2	6.4
01/02/2022	20	3.9	5.4	80.5	6
01/02/2022	21	5	5.3	85	5.3
01/02/2022	22	4.6	5.5	80.4	5.4
01/02/2022	23	3.7	5.4	80	5.5
02/02/2022	0	3.8	5.1	79	5.7
02/02/2022	1	3.4	5.1	78.2	6.1
02/02/2022	2	1.8	4.8	73.8	6.2
02/02/2022	3	2.5	4.7	71	6.4
02/02/2022	4	3.1	4.6	70.2	6
02/02/2022	5	0.9	3.7	71.1	6.4
02/02/2022	6	1.3	2.5	81.1	6
02/02/2022	7	0.1	1.4	84.7	3.3
02/02/2022	8	18.5	1	86.6	2.7
02/02/2022	9	68	1.6	83.9	2.9
02/02/2022	10	145.4	2.3	83.2	2.2
02/02/2022	11	237.7	3.2	80.6	2.7
02/02/2022	12	236.1	4.3	66.8	5.1
02/02/2022	13	219.4	4.4	61.8	5.9
02/02/2022	14	182.1	4.3	59.5	5.9
02/02/2022	15	86.5	3.9	60.9	5.5
02/02/2022	16	23.2	3.3	67.9	4.1
02/02/2022	17	0.7	2.7	74.5	2.8
02/02/2022	18	2.1	3	76.4	2.6
02/02/2022	19	1.1	2.9	79.5	2.3
02/02/2022	20	2.2	2.6	83.4	2.2
02/02/2022	21	3.1	2.7	87.4	2.5
02/02/2022	22	2.3	3.2	89.2	3.1
02/02/2022	23	2.4	3.6	89.5	2.8
03/02/2022	0	1.8	4	89.6	2.9
03/02/2022	1	2.5	3.9	90.8	2.5
03/02/2022	2	3.9	4.5	91.8	2.3
03/02/2022	3	3.6	4.6	92.2	1.8
03/02/2022	4	4.3	4.5	92.6	1.4
03/02/2022	5	4.6	4.8	92.9	2.1
03/02/2022	6	4.4	5	93.5	2.6
03/02/2022	7	4.2	4.9	93.9	3.2
03/02/2022	8	5.2	5.1	94.1	3.7
03/02/2022	9	19	5.5	94.3	3.6
03/02/2022	10	30.9	6	94.3	3.3
03/02/2022	11	44.9	6.5	94.3	3.2
03/02/2022	12	51.6	7.1	94.3	2.7
03/02/2022	13	64.4	7.3	94.3	3
03/02/2022	14	38	7	94	3.5
03/02/2022	15	31.2	6.9	94.2	3.3
03/02/2022	16	11.1	6.8	94.2	3.2
03/02/2022	17	4.6	6.5	94.2	2.8
03/02/2022	18	4.7	6.4	94.4	2.9
03/02/2022	19	4.8	6.4	94.6	2.9
03/02/2022	20	4.6	6.3	94.8	3
03/02/2022	21	4.5	6.3	94.8	2.8
03/02/2022	22	4.8	6.2	94.5	3
03/02/2022	23	4.7	6.1	94.1	3
04/02/2022	0	3.6	6	93.7	2.7
04/02/2022	1	3.4	6.1	93.3	3.1
04/02/2022	2	2.8	6	92.5	3.6
04/02/2022	3	2.2	6	92.4	3.9
04/02/2022	4	2.9	6.3	92.3	4.1
04/02/2022	5	2.5	6.5	91.4	4.5
04/02/2022	6	2.3	6.6	90.9	4.3
04/02/2022	7	1.7	6.5	92.2	3.8
04/02/2022	8	5	6.6	93.3	4
04/02/2022	9	13.9	6.3	92.6	3.9
04/02/2022	10	30.2	5	91	3.1
04/02/2022	11	49.1	4.6	91.6	2.4
04/02/2022	12	65.5	4.3	91.4	2.5
04/02/2022	13	55.8	3.6	90.9	2.6
04/02/2022	14	40.5	2.4	91	3.7
04/02/2022	15	28.2	1.8	91.9	2.6
04/02/2022	16	13.9	1.9	92.6	1.7
04/02/2022	17	5	2.3	92.8	2.4
04/02/2022	18	3.7	2.4	92.5	2.4
04/02/2022	19	1.1	2.1	91.6	2.4
04/02/2022	20	0	1.8	90.3	2.8
04/02/2022	21	0.3	1.4	89.3	2.5
04/02/2022	22	1.4	1.6	88.7	3
04/02/2022	23	0.4	1.4	89.2	2.9
05/02/2022	0	0.8	1.4	87.9	2.6
05/02/2022	1	0.6	1.6	86	2.9
05/02/2022	2	0.6	1.7	85.2	3.3
05/02/2022	3	0.1	1.4	87	3.3
05/02/2022	4	0.6	1.8	85.8	3.5
05/02/2022	5	0.5	2.2	87.5	4.4
05/02/2022	6	1.2	2	89	4.2
05/02/2022	7	1.3	2	89.7	3.4
05/02/2022	8	29.8	2.5	87.8	3.9
05/02/2022	9	56.1	2.8	88	4.1
05/02/2022	10	89.9	2.9	86.4	4.9
05/02/2022	11	228.2	3.8	82.8	4
05/02/2022	12	206.8	4.9	75.1	4.8
05/02/2022	13	154.1	5	74.2	4.6
05/02/2022	14	176.3	5.2	74.3	4.9
05/02/2022	15	63.1	5	75	5.1
05/02/2022	16	16.5	4.5	83	4.7
05/02/2022	17	2.6	4.5	85.3	5
05/02/2022	18	2.9	4.3	89.4	5
05/02/2022	19	2.9	4.5	90	5.3
05/02/2022	20	3.7	4.5	89.6	5.8
05/02/2022	21	4.2	4.9	91.1	5.1
05/02/2022	22	4.7	5.9	91.3	5.3
05/02/2022	23	4.7	6.3	89	6
06/02/2022	0	4.6	6.3	87.5	5.6
06/02/2022	1	3.4	3.8	88.5	5.3
06/02/2022	2	4.2	3.1	87.6	4
06/02/2022	3	2	3	87.4	3
06/02/2022	4	2.3	3	88.9	2.9
06/02/2022	5	2.3	2.9	89.4	3.7
06/02/2022	6	0.6	2.1	90.8	2.6
06/02/2022	7	0.5	2.3	89.9	3
06/02/2022	8	19.3	2.2	89.4	3.4
06/02/2022	9	39.4	2.8	87.6	3.5
06/02/2022	10	129.4	3	85.6	4.4
06/02/2022	11	200.5	3.1	86.6	3.5
06/02/2022	12	151.9	3.8	86.5	2.3
06/02/2022	13	133.8	4.3	83.6	2.8
06/02/2022	14	225.2	5	77.8	4.1
06/02/2022	15	60.6	2.7	80.8	3.6
06/02/2022	16	12.4	1.4	88	2.6
06/02/2022	17	2.3	0.7	91	2.5
06/02/2022	18	0.1	0.2	92.5	1
06/02/2022	19	0.9	0.1	93.4	0.1
06/02/2022	20	0.1	0	93.8	0
06/02/2022	21	0.9	0.3	93.8	1.3
06/02/2022	22	0.1	0.2	93.4	1
06/02/2022	23	0.2	0.5	92.4	0.7
07/02/2022	0	0.1	0.7	90.1	3.3
07/02/2022	1	0.1	0.9	87.8	3.6
07/02/2022	2	0.1	1.4	86.4	4.3
07/02/2022	3	3.3	2.1	85.8	4.3
07/02/2022	4	2.2	2.5	80.8	5.3
07/02/2022	5	1.1	2.8	77.2	5.4
07/02/2022	6	0.2	2.9	74.4	6.8
07/02/2022	7	0.5	2.7	75.1	6.9
07/02/2022	8	25.6	2.7	75	5.9
07/02/2022	9	116.5	3.1	71	5.9
07/02/2022	10	196.1	3.7	72.6	6.4
07/02/2022	11	227.3	4.7	70.8	7.1
07/02/2022	12	160.2	5.3	69.2	7.3
07/02/2022	13	109.7	5.2	72.8	7.4
07/02/2022	14	77.2	5.3	74.9	7.2
07/02/2022	15	57.5	5.4	76.4	5.8
07/02/2022	16	15.4	5.2	77.6	5
07/02/2022	17	4.8	5	77	4.5
07/02/2022	18	3.3	4.7	77.4	4.6
07/02/2022	19	0.4	3.8	78.7	3.8
07/02/2022	20	0.9	3	79.7	2.8
07/02/2022	21	2.7	3.3	78.4	2.7
07/02/2022	22	3	3.5	81.6	2.9
07/02/2022	23	2.4	4.2	83.8	3.7
08/02/2022	0	2.1	4.5	83.3	4.1
08/02/2022	1	2.3	4.2	85.9	4.5
08/02/2022	2	2.9	4.6	91.7	4.5
08/02/2022	3	3.3	5.6	92.5	5
08/02/2022	4	2.9	6.2	93	5.2
08/02/2022	5	2.6	6.9	93.5	5.1
08/02/2022	6	2.9	7.3	93.2	5.8
08/02/2022	7	3.5	7.2	91.9	5.1
08/02/2022	8	15.1	6.9	88.2	4.5
08/02/2022	9	57.7	6.9	80.1	4.8
08/02/2022	10	127.2	7.1	76.1	5.2
08/02/2022	11	278.4	7.6	75	5.8
08/02/2022	12	257.6	7.8	73.4	6.5
08/02/2022	13	306.9	8.1	70.3	6.7
08/02/2022	14	150	7.9	65.4	6.8
08/02/2022	15	54.9	7.1	72.6	5.2
08/02/2022	16	30.9	6.9	78.5	4.7
08/02/2022	17	2.3	6.1	80.3	3.8
08/02/2022	18	2.3	5.3	83.3	3.9
08/02/2022	19	1.3	4.2	80.9	3.3
08/02/2022	20	0.4	3.7	84.9	2.4
08/02/2022	21	1.3	4.1	89.8	2.5
08/02/2022	22	1.9	4.3	91.2	2.7
08/02/2022	23	1	4.5	90.7	3
09/02/2022	0	0.9	3.9	90.4	2.7
09/02/2022	1	1.2	3.9	90.3	3
09/02/2022	2	1.4	4.1	90.9	2.6
09/02/2022	3	2.2	4.5	91.9	3
09/02/2022	4	2.2	4.9	92.1	3.3
09/02/2022	5	1.2	5.7	90.5	4.2
09/02/2022	6	2.5	5.9	88.9	4.3
09/02/2022	7	3.3	6	89.4	3.5
09/02/2022	8	17.7	6.3	90.8	3.7
09/02/2022	9	83	7	90.2	4.7
09/02/2022	10	71.8	7.3	85.4	4.9
09/02/2022	11	154.6	7.4	80	5.7
09/02/2022	12	179.6	7.5	76.4	5.9
09/02/2022	13	113.9	7.5	74.2	5.8
09/02/2022	14	89.5	7.2	74.5	5.8
09/02/2022	15	134.8	5.5	80.4	5.5
09/02/2022	16	47.5	4.9	79.9	3.9
09/02/2022	17	3.1	4.5	81.3	3.8
09/02/2022	18	1.1	4.2	81.4	3.6
09/02/2022	19	0.1	3.3	80.8	3.3
09/02/2022	20	0.7	3.3	83.4	3.3
09/02/2022	21	0.6	3.5	81.3	3.6
09/02/2022	22	0.9	3.4	80.9	3.4
09/02/2022	23	0.8	3.5	80.6	3.4
10/02/2022	0	0.7	3.4	80.7	3
10/02/2022	1	1.2	3.5	81.3	3.8
10/02/2022	2	1.1	3.3	81.3	3.3
10/02/2022	3	2.1	3.3	82	3
10/02/2022	4	1.8	2.9	83.4	2.3
10/02/2022	5	2	3.1	85.4	2.1
10/02/2022	6	1.8	3.1	84.9	2.8
10/02/2022	7	1.6	2.8	84.7	3
10/02/2022	8	26.3	2.6	83.2	2.6
10/02/2022	9	96.5	3.2	85.4	3
10/02/2022	10	206.7	4.2	81.2	3.6
10/02/2022	11	192.2	4.5	77.2	3.9
10/02/2022	12	134.8	3.9	77.8	4.1
10/02/2022	13	330.1	4.2	81.3	2.9
10/02/2022	14	182.3	4.7	75.8	4.1
10/02/2022	15	80.1	3.4	81.4	3.2
10/02/2022	16	26.8	3.1	82.5	3.3
10/02/2022	17	5.2	2.7	81.6	2.7
10/02/2022	18	1.4	2.5	81.1	3.2
10/02/2022	19	0.5	2.1	84.2	3.1
10/02/2022	20	0.2	1.5	86.2	2.3
10/02/2022	21	0	1.2	86.2	1.9
10/02/2022	22	0.1	0.9	87.6	1.8
10/02/2022	23	0.1	0.7	88.1	1.6
11/02/2022	0	1	0.4	89.9	1.8
11/02/2022	1	0.6	0.5	91.2	1.5
11/02/2022	2	1.2	0.2	92.1	1.5
11/02/2022	3	0.9	-0.4	92.6	1.1
11/02/2022	4	0	-0.7	93.1	1
11/02/2022	5	0.3	-0.6	93.6	0.7
11/02/2022	6	0.6	0.2	93.8	0.8
11/02/2022	7	3.1	0.9	93.6	1.8
11/02/2022	8	23.1	1.4	87.6	2.2
11/02/2022	9	66	1.4	74.9	3.6
11/02/2022	10	238.3	1.8	69	3.7
11/02/2022	11	332.3	2.7	64.6	4.1
11/02/2022	12	360.4	3	61.3	5.3
11/02/2022	13	337.8	3.2	58.6	5.1
11/02/2022	14	265.4	3.2	58.1	5.4
11/02/2022	15	163.3	2.9	59.3	4.6
11/02/2022	16	63	2.4	60	3.4
11/02/2022	17	2.1	1.3	64.9	2.5
11/02/2022	18	0	0.5	69.3	2.5
11/02/2022	19	0	0.1	71.8	2.5
11/02/2022	20	0	-0.7	76.8	1.6
11/02/2022	21	0	-0.6	79.4	1.5
11/02/2022	22	0	-0.6	80.7	1.7
11/02/2022	23	0	-0.2	81	2
12/02/2022	0	0	0.8	78.6	2.5
12/02/2022	1	0	0.6	78.2	2.8
12/02/2022	2	0	0.2	80.2	2.6
12/02/2022	3	0	-0.1	81.6	2.1
12/02/2022	4	0	0.1	81.2	2.6
12/02/2022	5	0	0.4	80.3	3.4
12/02/2022	6	0	0.7	78	3.5
12/02/2022	7	0.4	0.7	78.6	3.7
12/02/2022	8	24	0.8	79.1	3.8
12/02/2022	9	69.8	1.4	79.8	4.4
12/02/2022	10	180.1	2.5	77.7	4.8
12/02/2022	11	279.1	3.6	74.7	5.6
12/02/2022	12	188.5	4	71	5.5
12/02/2022	13	155.9	4.3	72.2	5.6
12/02/2022	14	87.7	4.2	74.9	5.4
12/02/2022	15	64.4	4.5	75.2	5.2
12/02/2022	16	26.5	4.3	75.7	5.6
12/02/2022	17	1.4	3.8	77.8	5.1
12/02/2022	18	0	3.7	78.2	5.4
12/02/2022	19	0	3.4	77.4	6.1
12/02/2022	20	0	2.9	77	6.4
12/02/2022	21	0	2.8	74.3	6.2
12/02/2022	22	0	2.7	72.5	6.1
12/02/2022	23	0	2.6	73	6.4
13/02/2022	0	0	2.9	73.7	6.2
13/02/2022	1	0	2.2	84.6	6
13/02/2022	2	0.2	2	89	5.1
13/02/2022	3	0	2.1	89.6	5.2
13/02/2022	4	0	2.8	90.6	5.3
13/02/2022	5	0.1	3.1	91.7	4.7
13/02/2022	6	0.4	3.5	92.4	4.9
13/02/2022	7	0.2	3.9	92.5	4.4
13/02/2022	8	9.4	4.1	92.5	4.7
13/02/2022	9	20.8	4.1	91.6	4.9
13/02/2022	10	41.5	3.8	92	5.1
13/02/2022	11	46.3	3.6	93	4.7
13/02/2022	12	55.4	3.8	93.4	4.6
13/02/2022	13	73.7	3.8	93.6	4.7
13/02/2022	14	39.8	3.8	93.3	4.5
13/02/2022	15	29.7	3.7	92.9	4.4
13/02/2022	16	15.3	3.3	92.8	4.4
13/02/2022	17	1.4	3	93.1	5
13/02/2022	18	0.5	2.9	93.2	5.4
13/02/2022	19	0.2	2.8	89.7	4.7
13/02/2022	20	0	2.9	82.3	4.7
13/02/2022	21	0	3.3	77.9	4.5
13/02/2022	22	0	3.6	75.8	4.5
13/02/2022	23	0	4	73.3	4.7
14/02/2022	0	0	4.2	73.2	4.7
14/02/2022	1	0	4.3	78.8	5.1
14/02/2022	2	0.1	4.2	89	5.1
14/02/2022	3	0.2	5.4	90.6	5
14/02/2022	4	0.1	5.6	90.6	5.4
14/02/2022	5	0.1	5.8	90.6	5
14/02/2022	6	0.1	5.9	90.8	5.2
14/02/2022	7	0.6	6.1	90.8	4.9
14/02/2022	8	5.7	6.3	90.6	4.9
14/02/2022	9	20	6.5	91.7	4.4
14/02/2022	10	34.6	6.6	92	4.6
14/02/2022	11	46.5	6.9	91.3	4.7
14/02/2022	12	52.5	7.1	90.8	4.6
14/02/2022	13	33.5	7.7	86.9	4.8
14/02/2022	14	59.8	7.7	83.7	6.8
14/02/2022	15	28.6	7.1	84.1	5.8
14/02/2022	16	10.3	7	82	5.5
14/02/2022	17	1	6.9	81.2	5.6
14/02/2022	18	0.1	6.7	81.6	5.7
14/02/2022	19	0.4	6.6	79.6	5.6
14/02/2022	20	0.5	6.5	75.1	6
14/02/2022	21	0.7	6.3	74.6	5.6
14/02/2022	22	0.8	6.2	76.9	5.4
14/02/2022	23	1.1	6.3	77.8	5.7
15/02/2022	0	0.1	6.3	79.9	6.1
15/02/2022	1	0.3	6	82.6	5.4
15/02/2022	2	0.6	5.5	85.8	4.9
15/02/2022	3	0.8	4.9	88.8	3.9
15/02/2022	4	0.3	4.6	90.8	3.3
15/02/2022	5	1.3	4.7	91	4
15/02/2022	6	1.1	4.3	89.3	4.4
15/02/2022	7	1.4	3.7	87.7	4.9
15/02/2022	8	9.1	3.7	82.7	4
15/02/2022	9	60.1	3.6	81	3.8
15/02/2022	10	107.1	4.5	68	3.8
15/02/2022	11	299.1	5.1	72.7	4.6
15/02/2022	12	324.8	6.2	68.1	4.7
15/02/2022	13	247.5	6.3	65.1	5.2
15/02/2022	14	133.6	5.8	64.5	5.3
15/02/2022	15	59.7	5.4	69.9	4.3
15/02/2022	16	44	4.7	81.1	4.3
15/02/2022	17	3.8	4.9	80.2	5.3
15/02/2022	18	0.2	4.6	79.3	5.7
15/02/2022	19	1	3.8	87.4	6.4
15/02/2022	20	1.2	3.3	89.6	7
15/02/2022	21	1.1	3.8	90.8	5.6
15/02/2022	22	1.4	3.7	90.7	4.9
15/02/2022	23	0.7	3.8	91.6	3.2
16/02/2022	0	0.1	3.7	91.3	3.3
16/02/2022	1	0.8	3.4	89.4	3.6
16/02/2022	2	0.1	2.9	89.1	3.5
16/02/2022	3	0	2.8	90	3.4
16/02/2022	4	0	2.1	91.2	2.7
16/02/2022	5	0	1.9	92.5	2.9
16/02/2022	6	0	1.9	92.9	3.3
16/02/2022	7	1.5	1.6	93.2	3
16/02/2022	8	17	2.4	93.6	3.2
16/02/2022	9	26.6	3.2	93.6	3.8
16/02/2022	10	41.2	3.2	93.2	3.3
16/02/2022	11	45.1	3.4	92.6	3.5
16/02/2022	12	48.3	2.9	91.7	4.9
16/02/2022	13	77.4	1.8	92.2	4.5
16/02/2022	14	62.3	1.7	93.4	4.4
16/02/2022	15	32.6	2	93.8	2.6
16/02/2022	16	9.2	2.9	94.2	1.4
16/02/2022	17	1	6.8	93.6	4.7
16/02/2022	18	0.1	6.8	91.4	5.2
16/02/2022	19	1.1	6.8	89.8	4.8
16/02/2022	20	0.9	6.6	88.8	4.1
16/02/2022	21	0	6.3	91.3	2.9
16/02/2022	22	0.3	6.4	93.2	3
16/02/2022	23	0	6.3	92.7	4.9
17/02/2022	0	1	4.1	92	6.1
17/02/2022	1	0.4	4.5	92.9	5.9
17/02/2022	2	0.7	4.9	92.2	5.9
17/02/2022	3	0.2	4.6	92.7	5
17/02/2022	4	0.7	2.9	92.9	4.3
17/02/2022	5	1	2.6	92.6	3.6
17/02/2022	6	1	2.8	92.2	4
17/02/2022	7	2.8	2.9	89.8	3.9
17/02/2022	8	28.1	3.1	88.3	4
17/02/2022	9	107.1	3.4	86	4.3
17/02/2022	10	167.2	4	82.1	3.9
17/02/2022	11	195.5	4.8	83.3	4.6
17/02/2022	12	196.2	5.5	82	5.8
17/02/2022	13	170.9	5.3	81.2	6.3
17/02/2022	14	132.9	4.8	82.7	6.1
17/02/2022	15	135	5	82.4	5.8
17/02/2022	16	22.4	5	81	5.4
17/02/2022	17	3.5	4.6	82	4.6
17/02/2022	18	0	4.2	84.2	4.1
17/02/2022	19	0.1	4.1	85	4.9
17/02/2022	20	0.1	4.4	83.6	5.4
17/02/2022	21	0	4.5	81	5.9
17/02/2022	22	0	4.1	82.2	5.2
17/02/2022	23	0.1	3.9	83	5.4
18/02/2022	0	0.4	3.3	86.9	5.9
18/02/2022	1	0.1	3.6	83.4	6.3
18/02/2022	2	0.6	3.6	82.2	5.9
18/02/2022	3	0.4	3.4	81.9	5.8
18/02/2022	4	0.1	3.5	80.8	5.3
18/02/2022	5	0	3.3	80.2	4.2
18/02/2022	6	0	3	80.8	3.5
18/02/2022	7	2.1	3.1	79.9	3.8
18/02/2022	8	35.8	2.8	80.6	3
18/02/2022	9	73.6	3.1	80.2	3
18/02/2022	10	77.4	3.2	80.9	2.2
18/02/2022	11	76.6	3.5	83.3	2.9
18/02/2022	12	66.9	3.7	86.2	3.1
18/02/2022	13	37.1	3.6	85.8	3.8
18/02/2022	14	17	1.1	88.8	5.6
18/02/2022	15	22.4	0.2	93.2	4.9
18/02/2022	16	12.9	0.1	94.4	6.2
18/02/2022	17	5.3	0.4	94.6	6.6
18/02/2022	18	3.4	0.8	94.6	5.4
18/02/2022	19	1	1.4	94.5	4.2
18/02/2022	20	0	1.7	94.1	3.4
18/02/2022	21	0	2	93.8	3
18/02/2022	22	0	1.9	93.5	3
