minute	indoorsCo2	indoorsRh	indoorsTemperature	growthLight	heating	photosynthesis
1	651.9	55.7147	24.0029	0	67.465	0
2	651.9	55.7065	24.0028	0	67.4409	0
3	651.9	55.6977	24.0029	0	67.4176	0
4	651.9	55.6884	24.0031	0	67.3935	0
5	651.9	55.6784	24.0036	0	67.3668	0
6	651.9	55.668	24.0041	0	67.3363	0
7	651.9	55.6574	24.0048	0	67.3008	0
8	651.9	55.6467	24.0054	0	67.2601	0
9	651.9	55.6362	24.0059	0	67.2141	0
10	651.9	55.6259	24.0064	0	67.1636	0
11	651.9	55.616	24.0067	0	67.1095	0
12	651.9	55.6065	24.0069	0	67.0528	0
13	651.9	55.5975	24.007	0	66.995	0
14	651.9	55.5888	24.0069	0	66.9373	0
15	651.9	55.5805	24.0066	0	66.8807	0
16	651.9	55.5723	24.0063	0	66.8262	0
17	651.9	55.5643	24.006	0	66.7743	0
18	651.9	55.5563	24.0056	0	66.7255	0
19	651.9	55.5482	24.0053	0	66.6798	0
20	651.9	55.5399	24.005	0	66.6369	0
21	651.9	55.5314	24.0047	0	66.5964	0
22	651.9	55.5226	24.0046	0	66.5577	0
23	651.9	55.5135	24.0045	0	66.5203	0
24	651.9	55.5041	24.0045	0	66.4833	0
25	651.9	55.4944	24.0045	0	66.4463	0
26	651.9	55.4846	24.0046	0	66.4087	0
27	651.9	55.4746	24.0048	0	66.37	0
28	651.9	55.4645	24.0049	0	66.3301	0
29	651.9	55.4544	24.0051	0	66.2889	0
30	651.9	55.4444	24.0052	0	66.2463	0
31	651.9	55.4343	24.0053	0	66.2028	0
32	651.9	55.4244	24.0054	0	66.1584	0
33	651.9	55.4145	24.0054	0	66.1135	0
34	651.9	55.4047	24.0054	0	66.0686	0
35	651.9	55.395	24.0054	0	66.0238	0
36	651.9	55.3854	24.0053	0	65.9796	0
37	651.9	55.3758	24.0052	0	65.9361	0
38	651.9	55.3662	24.0051	0	65.8935	0
39	651.9	55.3565	24.0049	0	65.8519	0
40	651.9	55.3468	24.0048	0	65.8113	0
41	651.9	55.337	24.0047	0	65.7715	0
42	651.9	55.3271	24.0047	0	65.7326	0
43	651.9	55.3171	24.0046	0	65.6942	0
44	651.9	55.307	24.0046	0	65.6562	0
45	651.9	55.2968	24.0046	0	65.6185	0
46	651.9	55.2865	24.0046	0	65.5809	0
47	651.9	55.2761	24.0046	0	65.5432	0
48	651.9	55.2656	24.0046	0	65.5054	0
49	651.9	55.2552	24.0046	0	65.4673	0
50	651.9	55.2446	24.0047	0	65.429	0
51	651.9	55.2341	24.0047	0	65.3905	0
52	651.9	55.2235	24.0047	0	65.3518	0
53	651.9	55.213	24.0047	0	65.313	0
54	651.9	55.2024	24.0047	0	65.2743	0
55	651.9	55.1918	24.0047	0	65.2357	0
56	651.9	55.1813	24.0046	0	65.1973	0
57	651.9	55.1707	24.0046	0	65.1591	0
58	651.9	55.1601	24.0045	0	65.1214	0
59	651.9	55.1495	24.0045	0	65.084	0
60	651.9	55.1388	24.0044	0	65.0469	0
61	651.9	55.1281	24.0044	0	65.0103	0
62	651.895	55.1205	24.0033	0	64.9741	0
63	651.885	55.1155	24.0014	0	64.9487	0
64	651.869	55.1124	23.9989	0	64.9409	0
65	651.848	55.1104	23.996	0	64.9553	0
66	651.822	55.1084	23.9931	0	64.9943	0
67	651.79	55.1058	23.9904	0	65.0574	0
68	651.753	55.1017	23.9881	0	65.1427	0
69	651.712	55.0959	23.9863	0	65.2463	0
70	651.664	55.088	23.9853	0	65.3629	0
71	651.612	55.0779	23.9849	0	65.4871	0
72	651.554	55.0658	23.9851	0	65.6133	0
73	651.491	55.0521	23.9858	0	65.7365	0
74	651.423	55.0371	23.987	0	65.8523	0
75	651.35	55.0212	23.9884	0	65.9578	0
76	651.271	55.0051	23.9898	0	66.0513	0
77	651.188	54.9891	23.9913	0	66.1324	0
78	651.099	54.9736	23.9925	0	66.2018	0
79	651.005	54.959	23.9935	0	66.2614	0
80	650.905	54.9453	23.9941	0	66.3136	0
81	650.801	54.9327	23.9944	0	66.3611	0
82	650.691	54.9211	23.9943	0	66.4071	0
83	650.576	54.9104	23.9939	0	66.4544	0
84	650.456	54.9004	23.9933	0	66.5055	0
85	650.331	54.8909	23.9926	0	66.5619	0
86	650.201	54.8815	23.9917	0	66.6251	0
87	650.065	54.8721	23.9909	0	66.6954	0
88	649.924	54.8625	23.9901	0	66.7727	0
89	658.908	54.8524	23.9895	0	66.8562	0
90	658.752	54.8417	23.989	0	66.9447	0
91	658.59	54.8304	23.9887	0	67.0368	0
92	658.423	54.8185	23.9886	0	67.1311	0
93	658.251	54.806	23.9887	0	67.2258	0
94	658.074	54.7931	23.9889	0	67.3196	0
95	657.891	54.7798	23.9892	0	67.4115	0
96	657.703	54.7663	23.9895	0	67.5006	0
97	657.51	54.7527	23.9899	0	67.5867	0
98	657.311	54.7391	23.9903	0	67.6696	0
99	657.108	54.7257	23.9906	0	67.7497	0
100	656.899	54.7125	23.9908	0	67.8274	0
101	656.685	54.6995	23.9909	0	67.9036	0
102	656.466	54.6868	23.9909	0	67.979	0
103	656.241	54.6743	23.9909	0	68.0545	0
104	656.012	54.662	23.9907	0	68.1306	0
105	655.777	54.6499	23.9905	0	68.2083	0
106	655.538	54.6378	23.9902	0	68.2877	0
107	655.293	54.6258	23.99	0	68.3693	0
108	655.043	54.6137	23.9897	0	68.4533	0
109	654.788	54.6015	23.9895	0	68.5393	0
110	654.528	54.5891	23.9893	0	68.6273	0
111	654.263	54.5765	23.9891	0	68.7168	0
112	653.993	54.5637	23.989	0	68.8074	0
113	653.718	54.5508	23.989	0	68.8989	0
114	653.438	54.5376	23.989	0	68.9906	0
115	653.153	54.5243	23.989	0	69.0824	0
116	652.863	54.5109	23.9891	0	69.1736	0
117	652.569	54.4975	23.9891	0	69.2646	0
118	652.269	54.4839	23.9892	0	69.3549	0
119	651.964	54.4704	23.9893	0	69.4446	0
120	651.655	54.4568	23.9893	0	69.5339	0
121	651.34	54.4433	23.9893	0	69.6228	0
122	651.026	54.4259	23.9906	0	69.7117	0
123	650.713	54.4072	23.9924	0	69.7869	0
124	650.4	54.3886	23.994	0	69.8468	0
125	650.087	54.3709	23.9955	0	69.8927	0
126	649.774	54.3545	23.9965	0	69.9272	0
127	658.589	54.3396	23.9971	0	69.9542	0
128	658.266	54.326	23.9972	0	69.9775	0
129	657.943	54.3138	23.9968	0	70.0011	0
130	657.621	54.3026	23.9962	0	70.028	0
131	657.299	54.2922	23.9953	0	70.0611	0
132	656.978	54.2822	23.9943	0	70.1019	0
133	656.657	54.2723	23.9933	0	70.1514	0
134	656.336	54.2622	23.9924	0	70.2095	0
135	656.016	54.2517	23.9916	0	70.2753	0
136	655.696	54.2406	23.991	0	70.3474	0
137	655.377	54.2288	23.9906	0	70.424	0
138	655.058	54.2163	23.9905	0	70.5032	0
139	654.739	54.2031	23.9906	0	70.5827	0
140	654.421	54.1894	23.9909	0	70.6609	0
141	654.103	54.1753	23.9913	0	70.7361	0
142	653.786	54.161	23.9919	0	70.8076	0
143	653.469	54.1466	23.9924	0	70.8743	0
144	653.152	54.1323	23.9929	0	70.9365	0
145	652.836	54.1182	23.9934	0	70.9941	0
146	652.52	54.1045	23.9938	0	71.0482	0
147	652.204	54.0912	23.994	0	71.0993	0
148	651.889	54.0783	23.9942	0	71.1486	0
149	651.575	54.0658	23.9942	0	71.1972	0
150	651.26	54.0536	23.9941	0	71.2458	0
151	650.946	54.0417	23.9939	0	71.2956	0
152	650.633	54.03	23.9937	0	71.3469	0
153	650.32	54.0185	23.9934	0	71.4005	0
154	650.007	54.007	23.9931	0	71.4562	0
155	649.695	53.9954	23.9929	0	71.5141	0
156	658.51	53.9837	23.9927	0	71.5738	0
157	658.187	53.9719	23.9926	0	71.6351	0
158	657.864	53.9599	23.9925	0	71.6972	0
159	657.542	53.9478	23.9925	0	71.7599	0
160	657.22	53.9355	23.9926	0	71.8224	0
161	656.899	53.9231	23.9927	0	71.8843	0
162	656.578	53.9106	23.9928	0	71.9454	0
163	656.258	53.8981	23.993	0	72.0052	0
164	655.937	53.8857	23.9931	0	72.0637	0
165	655.618	53.8733	23.9933	0	72.1208	0
166	655.298	53.861	23.9934	0	72.1769	0
167	654.979	53.8488	23.9935	0	72.2318	0
168	654.661	53.8367	23.9936	0	72.286	0
169	654.343	53.8248	23.9936	0	72.3397	0
170	654.025	53.813	23.9936	0	72.3932	0
171	653.708	53.8013	23.9936	0	72.4467	0
172	653.391	53.7897	23.9935	0	72.5005	0
173	653.074	53.7782	23.9935	0	72.5547	0
174	652.758	53.7667	23.9934	0	72.6093	0
175	652.442	53.7553	23.9934	0	72.6645	0
176	652.127	53.7438	23.9933	0	72.7201	0
177	651.812	53.7324	23.9933	0	72.7761	0
178	651.497	53.7209	23.9933	0	72.8324	0
179	651.183	53.7095	23.9933	0	72.8888	0
180	650.869	53.698	23.9933	0	72.9452	0
181	650.556	53.6872	23.9931	0	72.98	0
182	650.233	53.6838	23.9904	0	72.9805	0
183	649.899	53.6903	23.9846	0	72.9866	0
184	658.682	53.7068	23.9755	0	73.0002	0
185	658.316	53.7326	23.9633	0	73.0214	0
186	657.939	53.7669	23.9484	0	73.0497	0
187	657.553	53.8087	23.9311	0	73.0844	0
188	657.156	53.8571	23.9117	0	73.1247	0
189	656.749	53.9113	23.8904	0	73.1699	0
190	656.332	53.9705	23.8674	0	73.2196	0
191	655.905	54.0343	23.8431	0	73.273	0
192	655.469	54.1015	23.8177	0	73.3296	0
193	655.022	54.1711	23.7916	0	73.3888	0
194	654.565	54.2424	23.765	0	73.4496	0
195	654.099	54.3145	23.7382	0	73.5115	0
196	653.623	54.3869	23.7115	0	73.5738	0
197	653.137	54.4593	23.6849	0	73.6361	0
198	652.642	54.5315	23.6585	0	73.698	0
199	652.137	54.6036	23.6323	0	73.7595	0
200	651.623	54.6756	23.6063	0	73.8205	0
201	651.1	54.7478	23.5804	0	73.8812	0
202	650.567	54.8203	23.5546	0	73.9416	0
203	650.024	54.8931	23.5288	0	74.0017	0
204	649.473	54.9666	23.5031	0	74.0617	0
205	658.034	55.0408	23.4773	0	74.1218	0
206	657.443	55.116	23.4514	0	74.1819	0
207	656.843	55.1925	23.4253	0	74.2423	0
208	656.234	55.2704	23.399	0	74.3031	0
209	655.616	55.3496	23.3724	0	74.3646	0
210	654.988	55.4301	23.3457	0	74.4264	0
211	654.351	55.5117	23.3188	0	74.4888	0
212	653.706	55.5945	23.2917	0	74.5515	0
213	653.051	55.6783	23.2646	0	74.6147	0
214	652.388	55.763	23.2373	0	74.678	0
215	651.716	55.8487	23.2099	0	74.7417	0
216	651.035	55.9352	23.1825	0	74.8056	0
217	650.345	56.0226	23.155	0	74.8697	0
218	649.648	56.1106	23.1274	0	74.9338	0
219	658.061	56.1993	23.0998	0	74.9982	0
220	657.32	56.2885	23.0722	0	75.0626	0
221	656.57	56.3782	23.0446	0	75.1271	0
222	655.812	56.4683	23.017	0	75.1914	0
223	655.046	56.5587	22.9895	0	75.2559	0
224	654.272	56.6491	22.9621	0	75.32	0
225	653.489	56.7393	22.9348	0	75.3841	0
226	652.698	56.8293	22.9076	0	75.4479	0
227	651.899	56.919	22.8806	0	75.5114	0
228	651.092	57.0083	22.8538	0	75.5745	0
229	650.277	57.0973	22.8271	0	75.6372	0
230	649.455	57.1857	22.8007	0	75.6995	0
231	657.742	57.2738	22.7744	0	75.7613	0
232	656.873	57.3613	22.7483	0	75.8228	0
233	655.997	57.4484	22.7225	0	75.8836	0
234	655.114	57.535	22.6968	0	75.9442	0
235	654.222	57.621	22.6714	0	76.0041	0
236	653.323	57.7066	22.6461	0	76.0636	0
237	652.417	57.7917	22.6211	0	76.1227	0
238	651.504	57.8762	22.5962	0	76.1812	0
239	650.583	57.9603	22.5716	0	76.2392	0
240	649.656	58.0439	22.5472	0	76.2969	0
241	657.837	58.127	22.5229	0	76.354	0
242	656.87	58.2052	22.5002	0	76.4108	0
243	655.905	58.279	22.4788	0	76.4639	0
244	654.942	58.3491	22.4586	0	76.5139	0
245	653.98	58.4158	22.4395	0	76.5612	0
246	653.021	58.4795	22.4213	0	76.606	0
247	652.063	58.5407	22.4038	0	76.6486	0
248	651.108	58.5997	22.3871	0	76.6894	0
249	650.154	58.6566	22.371	0	76.7285	0
250	649.202	58.7118	22.3555	0	76.7662	0
251	657.367	58.7654	22.3405	0	76.8025	0
252	656.384	58.8176	22.3259	0	76.8376	0
253	655.403	58.8686	22.3118	0	76.8717	0
254	654.424	58.9185	22.2979	0	76.905	0.00573386
255	653.43	58.9675	22.2844	0	76.9373	0.00590057
256	652.438	59.0186	22.2703	0	76.9689	0.00606741
257	651.447	59.0696	22.2563	0	77.002	0.00623411
258	650.458	59.1201	22.2424	0	77.0348	0.00640074
259	649.47	59.1695	22.2289	0	77.0673	0.00656726
260	657.599	59.2182	22.2157	0	77.099	0.00674865
261	656.579	59.2661	22.2027	0	77.1299	0.00691533
262	655.561	59.3133	22.1899	0	77.1603	0.00708192
263	654.544	59.36	22.1773	0	77.1903	0.00724841
264	653.529	59.4062	22.1649	0	77.2197	0.00741481
265	652.516	59.4519	22.1527	0	77.2487	0.0075811
266	651.505	59.4972	22.1406	0	77.2774	0.0077473
267	650.495	59.5422	22.1287	0	77.3056	0.0079134
268	649.487	59.5869	22.1169	0	77.3337	0.0080794
269	657.596	59.6313	22.1052	0	77.3614	0.00826363
270	656.555	59.6754	22.0935	0	77.3888	0.00842979
271	655.517	59.7193	22.082	0	77.416	0.00859585
272	654.48	59.763	22.0706	0	77.443	0.00876181
273	653.445	59.8065	22.0593	0	77.4697	0.00892767
274	652.412	59.8498	22.048	0	77.4963	0.00909343
275	651.381	59.893	22.0369	0	77.5227	0.00925909
276	650.352	59.936	22.0258	0	77.5488	0.00942465
277	649.324	59.979	22.0147	0	77.5749	0.00959012
278	657.413	60.0218	22.0037	0	77.6007	0.00977717
279	656.353	60.0645	21.9928	0	77.6265	0.00994278
280	655.294	60.1071	21.9819	0	77.652	0.0101083
281	654.238	60.1496	21.9711	0	77.6776	0.0102737
282	653.184	60.1921	21.9604	0	77.7028	0.010439
283	652.132	60.2344	21.9497	0	77.7281	0.0106042
284	651.081	60.2767	21.939	0	77.7531	0.0107693
285	650.033	60.319	21.9284	0	77.7781	0.0109343
286	648.987	60.3611	21.9179	0	77.803	0.0110992
287	657.057	60.4032	21.9074	0	77.8277	0.0112891
288	655.977	60.4453	21.8969	0	77.8523	0.0114541
289	654.9	60.4873	21.8865	0	77.8768	0.0116191
290	653.825	60.5292	21.8761	0	77.9013	0.0117839
291	652.752	60.5711	21.8658	0	77.9256	0.0119486
292	651.682	60.6129	21.8555	0	77.9498	0.0121132
293	650.613	60.6547	21.8453	0	77.9739	0.0122777
294	649.547	60.6965	21.8351	0	77.998	0.0124422
295	657.596	60.7382	21.8249	0	78.0218	0.0126345
296	656.496	60.7799	21.8148	0	78.0456	0.0127991
297	655.399	60.8215	21.8047	0	78.0694	0.0129635
298	654.304	60.8631	21.7947	0	78.093	0.0131278
299	653.211	60.9047	21.7847	0	78.1166	0.013292
300	652.12	60.9462	21.7747	0	78.14	0.0134562
301	651.032	60.9876	21.7648	0	78.1633	0.0136202
302	649.943	61.0311	21.7544	0	78.1866	0.0135379
303	657.966	61.0748	21.7439	0	78.2111	0.0134854
304	656.837	61.1182	21.7334	0	78.2358	0.0134029
305	655.708	61.1611	21.7232	0	78.2602	0.0133205
306	654.579	61.2036	21.7131	0	78.2843	0.013238
307	653.449	61.2457	21.7031	0	78.308	0.0131555
308	652.32	61.2874	21.6932	0	78.3315	0.0130731
309	651.19	61.3289	21.6834	0	78.3547	0.0129907
310	650.06	61.37	21.6737	0	78.3777	0.0129083
311	648.93	61.4109	21.6641	0	78.4004	0.0128259
312	656.912	61.4516	21.6546	0	78.423	0.0127719
313	655.742	61.4921	21.6451	0	78.4453	0.0126894
314	654.572	61.5324	21.6357	0	78.4675	0.0126068
315	653.402	61.5725	21.6264	0	78.4896	0.0125243
316	652.233	61.6125	21.6171	0	78.5114	0.0124419
317	651.063	61.6523	21.6079	0	78.5332	0.0123594
318	649.894	61.692	21.5987	0	78.5548	0.012277
319	657.837	61.7315	21.5896	0	78.5764	0.0122216
320	656.627	61.771	21.5805	0	78.5977	0.012139
321	655.417	61.8103	21.5715	0	78.619	0.0120564
322	654.208	61.8495	21.5625	0	78.6402	0.0119739
323	653	61.8887	21.5536	0	78.6613	0.0118914
324	651.792	61.9277	21.5447	0	78.6823	0.0118089
325	650.584	61.9666	21.5358	0	78.7031	0.0117265
326	649.378	62.0055	21.527	0	78.724	0.0116441
327	657.283	62.0442	21.5182	0	78.7446	0.0115873
328	656.034	62.0829	21.5095	0	78.7653	0.0115047
329	654.787	62.1215	21.5008	0	78.7858	0.0114221
